"Timestamp","Invn.Supplies","Invn.MedSupplies","Invn.Medications","Invn.Urgent"
2015-08-09 11:24:00,"Turkey, Hand Soap","3cc Syringes, Parvo Tests","Famotidine","turkey (out), famotadine injectable"
2015-08-09 17:01:00,"None","None","None",NA
2015-08-09 21:08:00,"None","None","Panacur (general dewormer)",NA
2015-08-10 09:30:00,"Turkey","3cc Syringes, Parvo Tests, Sharps container","Famotidine","Famotadine (<1 mL left)"
2015-08-10 22:00:00,"Turkey, Hand Soap","Sharps container","Famotidine",NA
2015-08-11 11:35:00,"Turkey","3cc Syringes, Parvo Tests, Sharps container","Famotidine","Injectable Famotadine"
2015-08-11 20:30:00,"Turkey","None","None",NA
2015-08-12 10:27:00,"Turkey","None",NA,NA
2015-08-12 13:10:00,"None","None","None",NA
2015-08-12 19:57:00,"None","None","None",NA
2015-08-13 10:42:00,"None","None","None","We seem to be good on supplies.."
2015-08-13 19:36:00,"None","Sharps Container","None",NA
2015-08-14 09:14:00,"Turkey","Sharps Container","None",NA
2015-08-14 21:54:00,"Turkey","Vet wrap, Sharps Container","None",NA
2015-08-15 11:50:00,"Variety Canned food","None","None",NA
2015-08-15 21:03:00,"None","Sharps Container","None",NA
2015-08-16 10:30:00,"None","Sharps Container","None",NA
2015-08-16 19:45:00,"None","None","None",NA
2015-08-17 11:06:00,"None","None","None",NA
2015-08-17 13:47:00,"None","None","None",NA
2015-08-17 21:43:00,"Baby Food","Vet wrap","None",NA
2015-08-18 10:02:00,"Turkey, Variety Canned food, Baby Food","None","None",NA
2015-08-18 21:25:00,"None","None","None",NA
2015-08-19 13:38:00,"None","None","None",NA
2015-08-19 19:45:00,"None","None","None",NA
2015-08-20 21:32:00,"None","None","None",NA
2015-08-21 09:49:00,"None","Vet wrap","None",NA
2015-08-21 22:01:00,"Baby Food","None","LRS","LRS- only a few plain bags left"
2015-08-22 12:14:00,"Baby Food","Vet wrap","LRS","LRS, vet wrap"
2015-08-22 19:58:00,"Turkey","Vet wrap","LRS","Vet wrap, plain LRS"
2015-08-23 10:28:00,"People Snacks","Parvo Tests","None",NA
2015-08-23 20:09:00,"People Snacks","Parvo Tests","None",NA
2015-08-24 09:48:00,"Baby Food","Vet wrap","Cefazolin/Ampicillin, LRS",NA
2015-08-24 20:20:00,"None","None","None",NA
2015-08-25 12:00:00,"Turkey, Baby Food","Vet wrap","Cefazolin/Ampicillin, LRS","LRS (one unopened bag left)! Vet wrap. "
2015-08-25 19:28:00,"None","None","None",NA
2015-08-25 20:59:00,"None","24G catheters, 60ml injectable syringes","None",NA
2015-08-26 09:38:00,"None","None","None",NA
2015-08-26 21:32:00,"Turkey, Baby Food, Chicken Sticks","Parvo Tests","None","Parvo Tests-out!"
2015-08-27 09:31:00,"Turkey, Baby Food, Chicken Sticks, Human Water Bottles, Hot dogs for Rollo","Parvo Tests","None",NA
2015-08-27 20:45:00,"Turkey, Chicken Sticks, Human Water Bottles, Yummy food for Tootsie pop & Cooper","None","None",NA
2015-08-28 09:15:00,"Turkey, Baby Food, Critical care or Recovery food, Chicken Sticks","Parvo Tests","None","We still don't have any parvo tests back here..."
2015-08-28 19:43:00,"Turkey, Baby Food, Chicken Sticks","None","None","Rollo says he wants yummy food like hot dogs or turkey."
2015-08-29 13:11:00,"None","None","None","VOLUNTEERS!"
2015-08-29 20:23:00,"Turkey, Baby Food, Chicken Sticks","None","None",NA
2015-08-30 08:46:00,"None","None","None",NA
2015-08-30 20:04:00,"None","None","None",NA
2015-08-31 10:07:00,"None","None","None",NA
2015-08-31 19:28:00,"Human Water Bottles","None","None",NA
2015-09-01 08:48:00,"Baby Food","None","None",NA
2015-09-01 18:50:00,"None","None","None","Baby food, canned food, chiken/rice, turkey etc. for parvo pups"
2015-09-02 19:35:00,"Turkey, Chicken Sticks","None","None","No more raw chicken please, we don't have a way to cook it. "
2015-09-03 11:40:00,"None","None","None",NA
2015-09-03 18:57:00,"None","None","None",NA
2015-09-04 08:38:00,"Turkey, Baby Food, Chicken Sticks","None","None",NA
2015-09-04 19:08:00,"Turkey, Baby Food, Chicken Sticks","None","None",NA
2015-09-05 08:34:00,"Turkey, Baby Food, Chicken Sticks","None","None",NA
2015-09-05 16:18:00,"None","None","None",NA
2015-09-05 19:46:00,"None","None","None",NA
2015-09-06 11:08:00,"Turkey, Baby Food, Chicken Sticks, Hand Soap, hot dogs","None","None",NA
2015-09-06 18:56:00,"None","None","None",NA
2015-09-07 08:49:00,"Turkey, Baby Food, Chicken Sticks","None","None",NA
2015-09-07 19:22:00,"Turkey, Baby Food","None","None",NA
2015-09-08 08:41:00,"hot dogs","None","None",NA
2015-09-08 18:29:00,"None","None","None",NA
2015-09-09 09:30:00,"None","None","None",NA
2015-09-10 19:57:00,"Baby Food, Only unappealing flavors of baby food like apple and peas left.","None","None",NA
2015-09-11 08:51:00,"Turkey, Baby Food, Critical care or Recovery food, Chicken Sticks","None","Baytril","Meat baby food"
2015-09-11 19:19:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks","None","None","Meat baby food, turkey, other yummy (dog) foods"
2015-09-12 19:34:00,"None","None","None",NA
2015-09-13 10:23:00,"Baby Food","None","None",NA
2015-09-13 19:48:00,"Turkey","None","None",NA
2015-09-14 10:09:00,"None","None","None",NA
2015-09-14 19:21:00,"Turkey","None","None",NA
2015-09-15 10:58:00,"None","None","None",NA
2015-09-15 19:13:00,"Turkey, Variety Canned food, Baby Food, Critical care or Recovery food, Chicken Sticks","None","None","MEATY BABY FOOD!

And other yummies like turkey, hot dogs, chicken, etc..."
2015-09-16 11:40:00,"Baby Food","None","None",NA
2015-09-16 20:52:00,"Turkey, Chicken Sticks","None","Baytril","Cerenia"
2015-09-17 09:21:00,"None","None","Baytril",NA
2015-09-17 19:31:00,"None","None","None",NA
2015-09-18 11:58:00,"Turkey, Chicken Sticks","None","Baytril, Anzemet, Cerenia","Cerenia"
2015-09-18 21:26:00,"None","None","None",NA
2015-09-19 09:43:00,"None","None","None",NA
2015-09-19 17:20:00,"None","None","None",NA
2015-09-19 22:40:00,"Turkey, Chicken Sticks","None","None",NA
2015-09-20 10:59:00,"Turkey, Baby Food","None","Reglan, LRS","Baby food, we're going through a lot of it. "
2015-09-20 20:49:00,"None","None","None",NA
2015-09-21 10:13:00,"Turkey, Baby Food, Chicken Sticks","None","Reglan","baby food"
2015-09-21 19:06:00,"Baby Food","None","Reglan",NA
2015-09-22 10:26:00,"Turkey, Baby Food","None","Reglan",NA
2015-09-22 19:52:00,"Baby Food","None","None",NA
2015-09-23 10:36:00,"Baby Food","None","None",NA
2015-09-23 20:50:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks","None","None","baby food, chicken stix"
2015-09-24 11:45:00,"None","None","None",NA
2015-09-24 20:41:00,"None","None","None",NA
2015-09-25 09:25:00,"None","None","None",NA
2015-09-25 19:57:00,"None","None","None",NA
2015-09-26 09:49:00,"Turkey, Baby Food, Chicken Sticks","None","None","BABY FOODDDDDDDDD"
2015-09-26 21:39:00,"Baby Food","None","None","Tramadol; we have 3.25 tablets left"
2015-09-27 08:56:00,"Baby Food","None","None",NA
2015-09-27 20:17:00,"Turkey, Baby Food, Chicken Sticks, Bleach, People Snacks","None","Tramadol Rx for Bryan if he doesn't leave tomorrow AM","new lights in the changing area!

Baby food and turkey/ham/hotdogs (I have some and keep forgetting to bring it! - Emily)"
2015-09-28 12:13:00,"Baby Food","None","Tramadol",NA
2015-09-28 21:04:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks, Bleach","None","None","wet food, baby food, "
2015-09-29 09:00:00,"Baby Food","None","None",NA
2015-09-29 14:24:00,"None","None","None",NA
2015-09-29 20:46:00,"Turkey, Variety Canned food, Baby Food, Critical care or Recovery food, Chicken Sticks, Toilet Paper, Paper Towels, None","None","None",NA
2015-09-30 11:15:00,"Baby Food","None","None",NA
2015-09-30 19:10:00,"None","None","None",NA
2015-10-01 14:57:00,"None","None","None",NA
2015-10-01 20:12:00,"Turkey, Variety Canned food, Chicken Sticks, Toilet Paper","None","None",NA
2015-10-02 12:35:00,"Turkey, Variety Canned food, Chicken Sticks","None","None",NA
2015-10-02 20:27:00,"None","None","None",NA
2015-10-03 13:41:00,"Turkey, Bleach, Hand Soap","None","None","Soap, bleach
"
2015-10-03 20:18:00,"Turkey, Baby Food, Chicken Sticks","None","None","Turkey/chicken sticks/hot dogs"
2015-10-04 10:12:00,"Turkey, Chicken Sticks, Toilet paper","None","None","Toilet paper"
2015-10-04 21:41:00,"Turkey, Chicken Sticks","None","None","Turkey/chicken sticks pls"
2015-10-05 15:37:00,"Turkey, Chicken Sticks, Bleach","None","None",NA
2015-10-05 21:17:00,"Turkey, Chicken Sticks","Parvo Tests","Cerenia","Parvo tests"
2015-10-06 13:29:00,"Turkey, Bleach","None","None","Bleach"
2015-10-06 21:25:00,"Variety Canned food, Bleach, Hand Soap","None","Polyflex",NA
2015-10-07 12:38:00,"Variety Canned food, Baby Food, Bleach, Hand Soap","None","None",NA
2015-10-07 21:41:00,"Baby Food, Bleach","Vet wrap","None","bleach, baby food"
2015-10-08 12:17:00,"None","Vet wrap","None",NA
2015-10-08 21:18:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks, Toilet Paper, extra small muzzles","t ports","None",NA
2015-10-09 11:07:00,"Variety Canned food","Vet wrap, Parvo Tests, Kim wipes (for refractometer)","None","Baby food, wet food, kim wipes (one left)"
2015-10-09 16:37:00,"Variety Canned food, Baby Food","None","None","ACL wrist bands"
2015-10-09 21:12:00,"Variety Canned food, Baby Food","None","LRS","New lights for the changing area. (We also have some out in the laundry area)

An antidote for cute overload."
2015-10-10 11:14:00,"Variety Canned food, Toilet Paper","None","Dextrose, Down to about 50 cc IV dextrose. Had to borrow from clinic today",NA
2015-10-10 21:57:00,"Variety Canned food, Baby Food","Kim wipes (for refractometer)","None",NA
2015-10-11 10:10:00,"None","None","None",NA
2015-10-11 19:50:00,"Bleach","None","None","Bleach - only 1.5 bottles left!"
2015-10-12 09:09:00,"Bleach","None","LRS","Bleachhhhh"
2015-10-12 20:19:00,"None","Parvo Tests, None","None",NA
2015-10-13 09:49:00,"None","None","None","BLEACH! I can go get some and put in the door this afternoon...if I remember"
2015-10-13 19:59:00,"None","None","None",NA
2015-10-14 08:53:00,"None","None","None",NA
2015-10-14 14:17:00,"None","None","None",NA
2015-10-14 19:41:00,"Variety Canned food","None","LRS, None",NA
2015-10-15 10:07:00,"None","None","None",NA
2015-10-15 17:27:00,"None","None","None",NA
2015-10-15 20:52:00,"None","None","KCL","KCl- Out, had to get a bottle from the clinic. 

I saw wet food on the list yesterday but we have tons of it back here. "
2015-10-16 12:56:00,"None","3cc Syringes","Bordatella Vaccines","3cc needles"
2015-10-16 20:59:00,"None","t ports","None","T-ports!"
2015-10-17 09:59:00,"None","3cc Syringes, T ports!","Cefazolin/Ampicillin","t ports, 3 cc syringes"
2015-10-17 20:48:00,"Baby Food","None","None",NA
2015-10-18 08:59:00,"Turkey, Baby Food","None","None",NA
2015-10-18 21:04:00,"Human Water Bottles","None","None",NA
2015-10-19 10:30:00,"Baby Food, Chicken Sticks, Bleach","1cc Syringes, 3cc Syringes","Cefazolin/Ampicillin","baby food, bordetella vaccines"
2015-10-19 20:17:00,"Baby Food","1cc Syringes, 3cc Syringes","None","Baby food"
2015-10-20 09:53:00,"Turkey, Baby Food","1cc Syringes, 3cc Syringes","None","Baby food-out!"
2015-10-20 20:31:00,"None","None","None",NA
2015-10-21 11:39:00,"None","None","None",NA
2015-10-21 20:21:00,"Turkey","None","Polyflex","Polyflex"
2015-10-22 15:13:00,"None","None","None",NA
2015-10-22 20:53:00,"None","None","None",NA
2015-10-23 10:35:00,"Turkey, Bleach","18 G Needles","Polyflex","Bleach"
2015-10-23 20:34:00,"None, Wally must want some artisan, gluten free food b/c he's being picky!  ","None","None",NA
2015-10-24 11:33:00,"None","IV Lines","None",NA
2015-10-24 20:57:00,"Turkey, Bleach","18 G Needles","Polyflex","Bleach"
2015-10-25 08:08:00,"None","None","None",NA
2015-10-25 18:32:00,"None","None","None",NA
2015-10-26 10:09:00,"Bleach","None","None",NA
2015-10-26 19:38:00,"None","None","None",NA
2015-10-27 10:08:00,"None","None","None",NA
2015-10-27 18:58:00,"Human Water Bottles, spray bottles","None","None","Spray bottles"
2015-10-28 09:49:00,"None",NA,"None",NA
2015-10-28 18:10:00,"None","None","None",NA
2015-10-29 10:14:00,"None","None","None",NA
2015-10-29 15:00:00,"Critical care or Recovery food","None","None",NA
2015-10-29 20:06:00,"tri-fectant spray bottles. ours seemed to have disappeared?","None","None",NA
2015-10-30 13:45:00,"tri-fectant spray bottles. ours seemed to have disappeared?","None","None",NA
2015-10-30 14:12:00,"None","18 G Needles, None","Cerenia","18 g needles

No more rain"
2015-10-30 21:53:00,"Human Water Bottles","None","None","Human water bottles"
2015-10-31 08:35:00,"None","None","None",NA
2015-10-31 19:29:00,"Turkey","18 G Needles","None","18 g needles, turkey"
2015-11-01 12:06:00,"Turkey","18 G Needles","Cerenia","18 g needles, turkey"
2015-11-01 16:07:00,"None","None","None","WINE!!!"
2015-11-01 20:43:00,"None","spray bottles. I can only find one good one, we could use 2 or 3 more. ","None",NA
2015-11-02 09:19:00,"Turkey","18 G Needles","None","18 g needles"
2015-11-02 21:40:00,"Turkey","18 G Needles","LRS","18 g. needles! "
2015-11-03 10:21:00,"Turkey, Chicken Sticks","None","Famotidine",NA
2015-11-03 19:40:00,"Turkey","None","Famotidine",NA
2015-11-04 08:41:00,"None","22G Needles","None",NA
2015-11-04 14:34:00,"None","None","None",NA
2015-11-04 20:21:00,"Turkey, Critical care or Recovery food, Chicken Sticks","None","None","Yummy foods like turkey/ham/hot dogs/chicken sticks/real chicken

We don't need either sizes of needle - we have at least 2 boxes left of each."
2015-11-05 10:37:00,"None","None","None",NA
2015-11-05 19:15:00,"None","None","None",NA
2015-11-06 09:48:00,"Turkey, Chicken Sticks, Laundry Detergent","Trifectant Powder, None","Famotidine","Famotadine (almost out)"
2015-11-06 21:12:00,"Turkey, Chicken Sticks","None","Famotadine injectable, famotadine (pepcid) 10 mg tablets","Famotadine injectable
Famotadine (pepcid) 10 mg tablets (we have lots of 20 mg, we just need a few 10 mg tabs since 1/8 of a tablet is hard to do...)"
2015-11-07 11:04:00,"Turkey","None","Pepcid 10 mg tablets",NA
2015-11-07 20:07:00,"Turkey","Trifectant Powder","None","We're getting kinda low on trifectant powder.

Turkey/ham would be phenomenal for these picky ones."
2015-11-08 09:12:00,"None","None","None",NA
2015-11-08 18:34:00,"None","None","None",NA
2015-11-08 19:05:00,"None","None","None",NA
2015-11-09 09:23:00,"None","None","None",NA
2015-11-09 20:03:00,"None","None","LRS",NA
2015-11-10 09:24:00,"None","None","LRS",NA
2015-11-10 22:08:00,"None","None","None",NA
2015-11-11 11:58:00,"None","None","LRS","sleep"
2015-11-11 20:47:00,"Turkey","IV Lines","Dextrose","IV Dextrose"
2015-11-12 20:02:00,"None","None","Cefazolin/Ampicillin",NA
2015-11-13 11:44:00,"Variety Canned food, Hand Soap","1cc Syringes","Dextrose","IV dextrose- out

We only have a couple more bags of LRS + 5% dextrose, which are really handy. We either need another crate of that or lots of 50% IV dextrose. We've been going through the 50% dextrose relatively slowly since we only need to use it if we make a bag with more than 5% dextrose so if we don't get more LRS + 5% dextrose bags we'll start using a lot more of the concentrated dextrose. "
2015-11-13 21:56:00,"Variety Canned food","Sharps Container","Flea preventative","Frontline Plus or Vectra 3D- I used a lot of it today because I found fleas on every dog here :(

Canned food- hungry puppies ate 4 cans tonight"
2015-11-14 12:43:00,"Variety Canned food","Sharps Container, Critoseal PCV Tube sealant","Dextrose, LRS + 5% dextrose","Wet food!!! "
2015-11-14 20:40:00,"Variety Canned food, Toilet Paper","None","Dextrose, Flea preventative","Dextrose"
2015-11-15 09:12:00,"Variety Canned food, Gloves, Surgical gloves are still back here so this is not urgent, just ran out of the blue examination gloves. ","None","None",NA
2015-11-15 19:42:00,"None","None","Dextrose, None",NA
2015-11-16 11:15:00,"None","None","Dextrose",NA
2015-11-16 21:28:00,"None","1cc Syringes, Parvo Tests","Dextrose","A spell that cleans poop effortlessly"
2015-11-17 10:57:00,"Turkey, Variety Canned food, Laundry Detergent","Parvo Tests","None",NA
2015-11-17 19:46:00,"None","None","None",NA
2015-11-18 10:18:00,"None","None","None",NA
2015-11-18 21:42:00,"None","None","None",NA
2015-11-19 09:44:00,"Variety Canned food","1cc Syringes, 3cc Syringes, we need the ones with needles",NA,NA
2015-11-19 20:32:00,"Wet Food","1cc Syringes","Metronidazole tabs","Wet food"
2015-11-20 09:05:00,"Variety Canned food, Baby Food","1cc Syringes","None","Wet food!"
2015-11-20 19:48:00,"Turkey, Chicken Sticks","None","None",NA
2015-11-21 11:18:00,"None","Parvo Tests","None",NA
2015-11-21 19:43:00,"None","None","None",NA
2015-11-22 10:27:00,"Laundry Detergent","1cc Syringes, Parvo Tests","LRS","LRS- 2 bags left, parvo tests-4 tests left, laundry detergent, "
2015-11-22 18:32:00,"None","None","None",NA
2015-11-23 10:09:00,"None","None","None",NA
2015-11-23 20:00:00,"None","1cc Syringes","None",NA
2015-11-24 08:38:00,"None","None","None",NA
2015-11-24 19:26:00,"Turkey","10cc Syringes, 18 G Needles, 22G Needles","None","18G needles"
2015-11-25 08:06:00,"None","None","None","We have 2 full boxes of 18g needles, not sure how many we keep back here/if we really need them urgently."
2015-11-25 20:49:00,"None","None","None",NA
2015-11-26 09:10:00,"None","None","Polyflex, None",NA
2015-11-26 21:08:00,"None","3V battery CR 2032 for glucometer","None",NA
2015-11-27 22:10:00,"None","None","None",NA
2015-11-28 12:15:00,NA,NA,NA,NA
2015-11-28 22:15:00,"Turkey, Dry Puppy Food","1cc Syringes, 18 G Needles","Cerenia","1 cc syringes- 1 box left
18 g needles- one unopened box left (opened 2nd to last box today)
Cerenia- 1/2 bottle left, no backup bottle. "
2015-11-29 12:02:00,"None","1cc Syringes, 18 G Needles, Alpha-Trak 2 Glucose Test Strips, 3V battery CR 2032 for glucometer","None","Glucometer battery (3V button battery CR 2032 )"
2015-11-29 20:56:00,"Turkey","1cc Syringes, 60cc syringes","Polyflex",NA
2015-11-30 09:05:00,"None","None","None","Nothing that hasn't already been ordered"
2015-11-30 21:26:00,"None","1cc Syringes, IV Lines","None","IV lines that are not microdrips or the donated ones that you can't poke a needle into. (The microdrips we are using for IVs only since it takes about 10 minutes to give 150 cc SQ with them and the ones you can't poke into tend to leak from the ports if used very much, so I'm slowly using them up for piggybacking. But we don't have any that are good for SQs left.)

1 cc syringes"
2015-12-01 12:10:00,"None","1cc Syringes, IV Lines, 18 G Needles","Reglan, LRS, KCL","KCl- 3 bottles left, Drs are adding it to the Ozzy's bags and he's using 2 bags a day. 

"
2015-12-01 20:44:00,"None","10cc Syringes","Reglan",NA
2015-12-02 13:38:00,"None","None","None",NA
2015-12-02 22:10:00,"None","1cc Syringes, IV Lines","Polyflex, LRS","LRS"
2015-12-03 10:11:00,"None","None","LRS, Cerenia, Metronidazole tabs","LRS, cerenia"
2015-12-03 21:59:00,"None","None","None",NA
2015-12-04 10:45:00,"Baby Food","IV Lines","None","Baby food"
2015-12-04 21:42:00,"None","None","None",NA
2015-12-05 10:11:00,"Baby Food","None","None",NA
2015-12-06 00:15:00,"Baby Food","IV Lines","Polyflex, sterile water for reconstituting cefazolin",NA
2015-12-06 21:45:00,"Variety Canned food","None","None",NA
2015-12-07 12:24:00,"None","None","Cefazolin/Ampicillin",NA
2015-12-07 13:35:00,"None","None","None",NA
2015-12-07 20:26:00,"Turkey, Chicken Sticks","None","Polyflex",NA
2015-12-08 19:58:00,"Turkey, Variety Canned food","None","LRS + 5% dextrose","We do NOT need Cefazolin!"
2015-12-09 08:17:00,"Turkey, Variety Canned food","None","LRS + 5% dextrose","We do NOT need Cefazolin!"
2015-12-09 09:39:00,"None","None","None","A power washer for Brandy's kennel"
2015-12-09 20:41:00,"None","None","Metronidazole tabs",NA
2015-12-10 10:50:00,"None","None","None",NA
2015-12-10 19:53:00,"None","Parvo Tests","None","parvo tests (1 left)"
2015-12-11 09:30:00,"Dry Puppy Food, None","Parvo Tests","None","Parvo tests- Jordana gave me a box since we were out but it's all we've got back here. "
2015-12-11 19:50:00,"Turkey, Chicken Sticks, Toilet Paper","Parvo Tests","None","TP plz"
2015-12-12 09:20:00,"None","None","None",NA
2015-12-12 20:51:00,"None","None","None","Christmas gift ideas for Hunter Ratliff"
2015-12-13 09:48:00,"None","None","None",NA
2015-12-13 20:45:00,"None","None","None",NA
2015-12-14 08:57:00,"Variety Canned food, Dry Puppy Food","1cc Syringes","None",NA
2015-12-14 20:37:00,"Turkey, Variety Canned food, Chicken Sticks","None","None",NA
2015-12-15 09:48:00,"Turkey, Variety Canned food, Dry Puppy Food, Chicken Sticks, Toilet Paper","None","None",NA
2015-12-15 20:20:00,"Turkey, Variety Canned food, Chicken Sticks","None","None","WET FOOD! All we have is a few tins of Cesar's

Turkey/ham/chicken sticks/etc. would be great!"
2015-12-16 09:46:00,"Turkey, Variety Canned food, Chicken Sticks","None","None","We need good variety of wet food and yummy snacks (for puppies)- we barely have any left in shelves and none in fridge. "
2015-12-16 20:55:00,"Chicken Sticks","None","None",NA
2015-12-17 11:39:00,"None","None","None",NA
2015-12-17 22:37:00,"None","3cc Syringes, PCV Tubes, 60 cc syringes (luer slip or luer lock for use with needles), 20 cc syringes (for feeding, catheter/feeding tip helpful but luer also OK)","LRS","Mrs. Skowers All-Purpose Magical Mess Remover ... Or better yet a working scouring spell. 

And also 3 cc syringes"
2015-12-18 10:17:00,"None","3cc Syringes, PCV Tubes","LRS",NA
2015-12-18 20:32:00,"None","LRS","Dextrose",NA
2015-12-19 12:14:00,"None","None","None",NA
2015-12-19 23:30:00,"None","3cc Syringes","Dextrose","Dextrose- out (we used 1.5 bottles in the last two days to make all the Bassdrop litter's bags)"
2015-12-20 13:35:00,"Turkey","3cc Syringes","Hetastarch, Dextrose","3 cc syringes, IV Dextrose"
2015-12-20 22:39:00,"Turkey","3cc Syringes","Dextrose, Heparin","IV dextrose


I made a new bag of heparin flush for when the current one runs out, we'll need more of the concentrated heparin for the next bag."
2015-12-21 11:40:00,"None","None","None",NA
2015-12-21 21:53:00,"Turkey, Variety Canned food, Baby Food","3cc Syringes","Hetastarch, Dextrose","IV Dextrose

We're going through wet food and baby food quickly with all our relatively healthy dogs. "
2015-12-22 13:18:00,"Variety Canned food, Baby Food","None","None",NA
2015-12-22 21:34:00,"Turkey, Variety Canned food","3cc Syringes","Heparin","Canned food!"
2015-12-23 12:48:00,"Variety Canned food","None","None","Wet food"
2015-12-23 22:35:00,"Variety Canned food","Pens","Heparin","Pens- we only have a couple of pens left.

Please make sure to empty out your pockets before leaving. We're low on pens because they explode and/or stop writing if they go through the wash. "
2015-12-24 09:54:00,"Turkey, Variety Canned food, Chicken Sticks","None","DAPP Vaccines, Bordatella Vaccines, None",NA
2015-12-25 10:19:00,"None","None","None","Wet food for puppies- canned food, chicken, turkey, ham slices etc. "
2015-12-26 10:30:00,"None","None","None",NA
2015-12-26 19:19:00,"Turkey, Variety Canned food, Baby Food","None","None",NA
2015-12-27 10:27:00,"Turkey, Variety Canned food, Baby Food, Toilet Paper","None","None",NA
2015-12-27 19:04:00,"None","None","None",NA
2015-12-28 11:39:00,"Variety Canned food, Hand Soap, draino","None","None",NA
2015-12-28 20:24:00,"None","None","None",NA
2015-12-29 11:07:00,"Turkey, Critical care or Recovery food, Chicken Sticks","None","None","There is no wet food (canned or refrigerated kind)- used up the last one. Got a couple of cans from the clinic to manage this shift. Will need more for tonight. "
2015-12-29 20:18:00,"Turkey, Variety Canned food, Chicken Sticks","None","None",NA
2015-12-30 10:13:00,"Turkey, Jingles likes chicken breast","None","None","Really need draino for the toilet, it keeps getting clogged. Chicken breast would be nice for jingles"
2015-12-30 20:59:00,"Baby Food","Pens!","Reglan","Ballpoint Pens- I can only find two working pens back here :("
2015-12-31 11:43:00,"None","None","None",NA
2015-12-31 20:23:00,"Baby Food","Pens!","None","Ballpoint Pens!!!! Please :)

"
2016-01-01 10:01:00,"Baby Food, Ballpoint pens","None","Reglan","baby food, ballpoint pens"
2016-01-02 09:04:00,"Baby Food","None","None",NA
2016-01-02 22:47:00,"Baby Food, Ballpoint pens","1cc Syringes","Reglan","Ballpoint Pens, Baby Food (3 jars left)"
2016-01-03 10:52:00,"Turkey, Baby Food, Ballpoin","1cc Syringes, Parvo Tests","Reglan","Ballpoint pens, baby food"
2016-01-03 22:06:00,"Baby Food","1cc Syringes","Polyflex","- Polyflex is almost over... not sure where any other bottles are kept, so I figured I'd mention it on the report. 
- Only 1 box of 1cc syringes left. 
-Really need some baby food. Only one jar left. "
2016-01-04 13:13:00,"Baby Food","1cc Syringes, Gloves","None","Baby food and whatever else having these big dogs as houseguests might entail.

Need some kongs/chew toys for the big dogs! Aries is barking up a storm."
2016-01-04 23:04:00,"Turkey, Baby Food, Chicken Sticks","1cc Syringes, Parvo Tests","None","baby food- completely out! we have nothing we can force feed. "
2016-01-05 11:28:00,"Baby Food","1cc Syringes, Parvo Tests","None",NA
2016-01-05 20:41:00,"None","1cc Syringes, 10cc Syringes, 60cc syringes","None",NA
2016-01-06 12:41:00,"None","None","None",NA
2016-01-06 22:33:00,"Variety Canned food","22G Needles, PCV Tubes","Polyflex, Famotidine",NA
2016-01-07 12:20:00,"None","None","None",NA
2016-01-07 23:26:00,"Turkey, Variety Canned food","IV Lines","Polyflex","wet food (we still have a couple days worth)"
2016-01-08 11:10:00,"Turkey, Variety Canned food, Hand Soap","IV Lines","Polyflex","Turkey"
2016-01-08 21:26:00,"Variety Canned food, Human Water Bottles","None","None",NA
2016-01-09 10:17:00,"Variety Canned food, Dry Puppy Food","None","None",NA
2016-01-09 23:59:00,"Turkey, Variety Canned food, Dry Puppy Food","22G Needles","Polyflex","Dry food"
2016-01-10 12:21:00,"Turkey","IV Lines, 22G Needles, PCV Tubes, 9v battery ","Polyflex","9v battery for smoke detector "
2016-01-10 20:36:00,"None","22G Needles","None",NA
2016-01-11 20:57:00,"Variety Canned food","IV Lines, 22G Needles, Parvo Tests, PCV Tubes","Polyflex","wet food- 2 cans left"
2016-01-12 12:04:00,"None","9 V batteries for smoke detector","None",NA
2016-01-12 20:42:00,"None","None","None",NA
2016-01-13 11:44:00,"None","Parvo Tests","None","Really didnt have a chance to look at inventory but we opened our last box of parvo tests this am."
2016-01-13 19:31:00,"None","None","None",NA
2016-01-14 08:59:00,"None","None","None",NA
2016-01-14 12:37:00,"None","None","None",NA
2016-01-14 21:11:00,"None","None","None",NA
2016-01-15 08:47:00,"None","None","None",NA
2016-01-15 21:04:00,"None","None","None",NA
2016-01-16 09:24:00,"None","None","None","Turkey slices, chicken and other yummy food to lure the recovering pups to eat"
2016-01-16 20:59:00,"Variety Canned food, Dry Puppy Food","None","None","We're going through wet food really fast, so we'll need more cans soon enough. Same with dry food."
2016-01-17 10:34:00,"None","None","None","working toilet :("
2016-01-17 22:26:00,"None","None","None",NA
2016-01-18 11:51:00,"None","None","None",NA
2016-01-18 23:19:00,"None","None","None",NA
2016-01-19 15:33:00,"Baby Food","None","LRS, None","LRS, baby food"
2016-01-19 22:37:00,"None","None","None",NA
2016-01-20 15:20:00,"Baby Food","None","None","Baby food"
2016-01-20 22:56:00,"None","None","None",NA
2016-01-21 13:27:00,"Baby Food","None","None",NA
2016-01-21 20:59:00,"Turkey, Chicken Sticks","None","Reglan","Reglan and turkey or ham"
