"Timestamp","Vol2","Dsc.Detail","Questions","Additional","Catheters"
2015-08-09 17:01:00,"Nooo I'm too lazy!",NA,"ARE THERE T-PORTS HIDDEN SOMEWHERE?!?!?!??!!",NA,"Valencia: jugular "
2015-08-09 21:08:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-10 09:30:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-10 22:00:00,"Yes, we are all perfect little APA volunteers!","Valencia passed sometime during the day. ",NA,"We got a ton of Caesar's wet food!",NA
2015-08-11 11:35:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We were done with treatments by 9:00, most dogs are on orals only or no treatment at all. But we cleaned, so the ward looks pretty now. All the empty cages and runs are clean. The floors have been swept and mopped, trifectant bottles are all full. Scrubs were re-folded, re-sorted by size, and are now in neat stacks. Whatever mess the puppies manage to make by the next shift, we left it clean ;)",NA
2015-08-11 20:30:00,"Yes, we are all perfect little APA volunteers!",NA,"I know we've asked this before, but does liquid doxy go in the fridge or not? It is moving back and forth again.","The plea we got earlier was for a parvo-not parvo dog, so he's in a kennel in the clinic (for now)

We got famotidine, parvo tests, 3cc syringes, IV lines, and T-PORTS!! Thanks clinic!

I totally forgot the ham I bought at home. Alas, next time...",NA
2015-08-12 10:27:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Treatment time took longer due to attempting IV placement. Thanks to Mallie and Stasha for attempting. 
It will probably take longer to clean than treat due to the 4 poopsters and Tib/Fib made quite the mess as well. ","Pedro needs a new cath! Cath was attempted by myself and clinic but unable to get it."
2015-08-12 13:10:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Thanks for the nutter butters Katie!

I sprayed down the carrier that Hercules came in but don't have time to clean it","Pedro got his new IV! thank you Dr. B!!!!!!"
2015-08-12 19:57:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-13 10:42:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-13 19:36:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-14 09:14:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Make sure  you put all the medication vials back either in the fridge or in the cabinet. Medications that need to be cold will go bad if left unrefrigerated and light-sensitive medications will go bad if left sitting out in the light. I've been seeing medications left out and sometimes had to throw them away, which is just throwing money away. ",NA
2015-08-14 21:54:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Thank you for all your help Amy!","Tye, Big Al (thanks Dr. Ramsey! those were really tiny veins)"
2015-08-15 11:50:00,"Nooo I'm too lazy!",NA,NA,"I'm going to be honest...a solid 30 minutes was spent avoiding the megalodon--I mean roach (Barz, this is NOT an invitation for you to start a war with roaches...)

I made some gruel that is now labelled and in the refrigerator 

Treatment shouldn't take super long.  There were several crashing incidents...",NA
2015-08-15 21:03:00,"How do I do that again?",NA,NA,NA,NA
2015-08-16 10:30:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-16 19:45:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-17 11:06:00,"Yes, we are all perfect little APA volunteers!","Tye- RIP sweet angel, was crashing when I arrived unable to save her. ",NA,"The shift took long because I worked on Tye for about an hour. ",NA
2015-08-17 13:47:00,"Nooo I'm too lazy!",NA,NA,"Flush Sam's and Big Alice's iv slowly with a 1 ml syringe very slowly with hep flush and ff",NA
2015-08-17 21:43:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I could't find the new bottle of polyflex I made the other day so I thought something had happened to it and made a new one.... And then I found it, so now there are two full bottles of polyflex. Learn from my mistakes and don't do this ;)",NA
2015-08-18 10:02:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-18 21:25:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-08-19 13:38:00,"Nooo I'm too lazy!",NA,NA,"Please wipe little faces after force feeding, it's much harder to do so when the food is dried up.

Please clean poop pails after use!","Rollo: RF, t-port, thanks Dr. Barz!"
2015-08-19 19:45:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-20 21:32:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-21 09:49:00,"Yes, we are all perfect little APA volunteers!","Big Alice passed overnight. ",NA,"Treatments are pretty quick. Now I'm gonna clean the middle bathroom and fold a bunch of laundry. 

The light in the laundry room is acting up. The only light that will go on is the one in the shower. I think it's the wiring rather than the bulbs because more than one bulb was working last time I was here. I submitted a maintenance request. 

I also put in a maintenance request to get the bulbs in the changing area replaced before the last one burns out, since nobody wants to change in the dark. ",NA
2015-08-21 22:01:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Rollo- 22 g left front, T port"
2015-08-22 12:14:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The shift was finished a while ago, but I didn't realize I forgot to send the report until after I'd gotten home and eaten lunch, so it's late. ",NA
2015-08-22 19:58:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Just a reminder - if you take a pump out of a kennel, please wipe it down and spray the outside with trifectant to disinfect it! ",NA
2015-08-23 10:28:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-23 20:09:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-24 09:48:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The shift would have been way shorter if I hadn't spent about 45 minutes unsuccessfully trying to replace Rollo's catheter. ",NA
2015-08-24 20:20:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Will was supposed to be here but for some reason did not come. However Shift was very easy to manage- 2 people were not required tonight. 

Caught up on laundry. 

Jackie was discharged earlier but his paper work is still here. Cleaned Jackie's kennel, sprayed his paper work and left at clinic door.",NA
2015-08-25 12:00:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The shift only too a long time because today was Erica's first day of training. Rollo and Tootsie pop are pretty easy. ",NA
2015-08-25 19:28:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-08-25 20:59:00,"Jajajaja (Spanish laugh)",NA,NA,"Not sure if the supplies I said we need we don't use them or I was just incapable of finding them :S","Wiltgang placed"
2015-08-26 09:38:00,"Nooo I'm too lazy!","Wittgang (RIP). Found him deceased when I walked in for the shift this AM :( 
. Cleaned up per deceased puppy protocol instructions on wiki. ",NA,NA,NA
2015-08-26 21:32:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Cat sighted in the ceiling, but still on the prowl. Refreshed bait and warmed it up to be more enticing. The reason this shift took so long was because it was a training shift.",NA
2015-08-27 09:31:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We will be out of human water bottles soon

Did not see the famous kitty kat but I did see a cockroach and katie wasn't here to get it for me! ;(",NA
2015-08-27 20:45:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-08-28 09:15:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The cat in the ceiling watched me for most of the shift from the ceiling above Run A. I left a plate with a small amount of Fancy Feast and a couple of pieces of hot dog on the floor of that run to see if we could just get her out of the ceiling and the rest of the Fancy Feast in the trap. It has not lured her out yet. ",NA
2015-08-28 19:43:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Our feral feline friend is still hanging out above run A. Replaced bait food.",NA
2015-08-29 13:11:00,"Logging is for wimps",NA,NA,NA,NA
2015-08-29 20:23:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Rebaited the cat trap. 

Dogs took 30 minutes max, then we cleaned Tootsie Pop's run. ",NA
2015-08-30 08:46:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"-"
2015-08-30 20:04:00,"Nooo I'm too lazy!",NA,NA,"No cat sightings tonight. Changed out the food in the trap",NA
2015-08-31 10:07:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Shift took a little longer than usual because I'm training and this is my first report!! :) Poor Cooper is now alone in parvo...unless the feral kitty comes to visit him...

",NA
2015-08-31 19:28:00,"Nooo I'm too lazy!",NA,"The feral cat says hi?","AM shift should only take ~10 mins",NA
2015-09-01 08:48:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We will need more BF if census picks back up. 

Cooper sez the elusive feral cat didn't come to visit him last night , and he said he sang\" all by myself\" all night long so I am staying a little longer to snuggle with him",NA
2015-09-01 18:50:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-09-02 19:35:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Saw the cat above Run C, although only when I stood under the hole and looked up. 

","Squirt- thanks Rene"
2015-09-03 11:40:00,"Nooo I'm too lazy!",NA,NA,"Welcome back Jordana!!","Squirt; thanks Jordana!"
2015-09-03 18:57:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-04 08:38:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-04 19:08:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-05 08:34:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Shift does not require two people - very quick and easy!",NA
2015-09-05 16:18:00,"hell to the no",NA,NA,NA,"Sunbeam"
2015-09-05 19:46:00,"Ummm, what was that middle choice again?",NA,NA,NA,"Sunbeam"
2015-09-06 11:08:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Put new cat food in trap, he hung out in the ceiling for a while staring at us and sneezing but has since disappeared

Treatments took 20 minutes, then we were training :)",NA
2015-09-06 18:56:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-07 08:49:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Squirt likes to play fetch with his fluffy ball

Anyone know how to set the cat trap up again? It closed on me and I have never used one before can't figure out how to set it back up again. I am sure it is very easy but NIcole proof",NA
2015-09-07 19:22:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-09-08 08:41:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-08 18:29:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-09 09:30:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-10 19:57:00,"Yes, we are all perfect little APA volunteers!, Nooo I'm too lazy!",NA,NA,NA,NA
2015-09-11 08:51:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,"Squirt's cage is scrubbed and disinfected now and the floors are swept and mopped. ",NA
2015-09-11 19:19:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I found two containers of turkey baby food, but we are in dire need of more meaty stuff!",NA
2015-09-12 19:34:00,"Oh I think they know ...",NA,NA,NA,NA
2015-09-13 10:23:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-13 19:48:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-09-14 10:09:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-14 19:21:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,"The clinic did a sulfur dip on a cat in our tub, so the entry hallway smells like rotten eggs :(",NA
2015-09-15 10:58:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-09-15 19:13:00,"Yes, we are all perfect little APA volunteers!",NA,"Did someone leave here without clothes on? There have been scrubs in one of the lockers for about a week now...",NA,NA
2015-09-16 11:40:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-09-16 20:52:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,"This shift could take 1 hour I just was late (check your parvo shifts people!) and also I'm training after the long summer! ","Bryan- 20 G, right front, extension set"
2015-09-17 09:21:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The longest part about the shift is force feeding both dogs a lot of food, but Jack says he's working on it. ",NA
2015-09-17 19:31:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-18 11:58:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,"Bobby was here for her first training shift today, which is why the shift took four hours. Treatments should take 1-2 hours.  

The chihuahuas are not great for SQs and very wiggly. ",NA
2015-09-18 21:26:00,"It's in the mail. No, really!",NA,NA,NA,NA
2015-09-19 09:43:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-19 17:20:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,"This report is about the 2 new intakes only.","Renatus; thanks Dr. Ramsey!"
2015-09-19 22:40:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,NA,"Bryan- 22g, left front leg, Erica placed her first dog catheter!"
2015-09-20 10:59:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-09-20 20:49:00,"How do I do that again?",NA,NA,NA,NA
2015-09-21 10:13:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-09-21 19:06:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-22 10:26:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-09-22 19:52:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-23 10:36:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We didn't clean out Thirteen, Amber, or Greg's cages, but we (actually Bobbie) cleaned out the cages we moved Avi and Angelia from. ",NA
2015-09-23 20:50:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,"We cleaned out some runs and left a couple not neat but not disinfected or scrubbed so people could move the messy dogs back to them if needed. ",NA
2015-09-24 11:45:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-09-24 20:41:00,"Nooo I'm too lazy!",NA,NA,NA,"Rose (intake)"
2015-09-25 09:25:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-09-25 19:57:00,"Nooo I'm too lazy!, How do I do that again?",NA,NA,NA,NA
2015-09-26 09:49:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Erica did her first pcv/tp check and she very much enjoyed it. Rock on!",NA
2015-09-26 21:39:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"There is some gruel for FF in the refrigerator!","Pepe: RF, thanks Dr. Ramsey!"
2015-09-27 08:56:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The clinic can bathe Retanus out when they open.",NA
2015-09-27 20:17:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-09-28 12:13:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Angela, Bryan, Avi and Renatus all negative and ready to bath out!",NA
2015-09-28 21:04:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,"We scrubbed runs and swept and mopped, or we would have been done by 8:00",NA
2015-09-29 09:00:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-09-29 14:24:00,"My head says yes but my heart says no",NA,"Is it Friday yet?",NA,"Bacchus...jugular"
2015-09-29 20:46:00,"Nooo I'm too lazy!",NA,NA,"We only have one bottle (in use) of Polyflex in the refrigerator. Do we have more anywhere in the cabinet (could not find). Order if none here in our supply",NA
2015-09-30 11:15:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We cleaned 5 cages today (the ones from today and yesterdays were not cleaned) so FYI night shift we didn't sweep and mop, if you could do that that would be great!",NA
2015-09-30 19:10:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-10-01 14:57:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Could we give the biohazard disposal peeps a call?","Regency (new) 22g R cephalic
"
2015-10-01 20:12:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-10-02 12:35:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,"The shift took a long time because it was a training shift. It shouldn't be too long normally. 
",NA
2015-10-02 20:27:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"All the little puppies (apart from Shawn, Rebecca) are doing well and ate a lot tonight. They are very playful. Expect a lot of poop fo cleanup tomorrow- just hope they wont make a huge mess in the kennels playing around. ",NA
2015-10-03 13:41:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-10-03 20:18:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Pixel"
2015-10-04 10:12:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"So many sibilant sounding names! ",NA
2015-10-04 21:41:00,"Nooo I'm too lazy!, How do I do that again?",NA,NA,NA,NA
2015-10-05 15:37:00,"Nooo I'm too lazy!",NA,NA,"Thank you clinic for the baby food!! Sorry I missed this morning, the shift wouldn't have taken so long if I hadn't missed this morning/we hadn't gotten 5 new intakes.","Pippi - thank you clinic!"
2015-10-05 21:17:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,"How did we get so many dogs?","If anybody ever wants to adopt one of the parvo dogs, the way to make sure they're not adopted before you can get them is to come bathe the dog out yourself the day (usually the morning) he or she tests negative and then walk right over to Building B and tell the counselors there you want to adopt the dog while the clinic does his intake. This way he never goes out to where the public can see him, because APA won't hold dogs for anybody once you're on display, not even us. So if you want one of the parvo dogs, tell me (Katie) so I can make sure he won't get bathed out before you can come adopt him. (Within reason. We're not keeping anybody an extra week in parvo if you can't get here before that.)",NA
2015-10-06 13:29:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,"Took the recycling out, swept and mopped, got five loads of laundry done. Now I'm bathing out the puppies.",NA
2015-10-06 21:25:00,"How do I do that again?",NA,NA,NA,NA
2015-10-07 12:38:00,"How do I do that again?","Pippi- was gone upon arrival. RIP sweet girl.",NA,"Not sure of who else worked this a.m. - sorry.  Didn't get the names.","None"
2015-10-07 21:41:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,"Floors are swept and mopped and are no longer sticky from the hetastarch that spilled from a bag with the line left open. ",NA
2015-10-08 12:17:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I brought bleach and some baby food, but we can always use more baby food, of course, and I will bring more on Sunday. E",NA
2015-10-08 21:18:00,"Nooo I'm too lazy!",NA,NA,NA,"Sawyer- 22g RF"
2015-10-09 11:07:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The last light in the changing area went out, so it's pretty dark in there :( 
Jordana is changing the status of the maintenance request I put in last month from to urgent so it can hopefully be fixed very soon. ",NA
2015-10-09 16:37:00,"Log hours?  Is that tree talk?",NA,"A lady came into the clinic and wanted to know if it was ok that her dog sleep with her?",NA,NA
2015-10-09 21:12:00,"Yes, we are all perfect little APA volunteers!",NA,"What happened to the faucet handle?","I can almost guarantee all the pups getting tested tomorrow will also get adopted tomorrow.

We may need more parvo tests after tomorrow, too.

I'm really looking forward to changing in complete darkness.",NA
2015-10-10 11:14:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-10-10 21:57:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,"We now have a lamp for the changing area so you don't have to change in the dark anymore, but it makes you feel like you're getting undressed in a spotlight, which is weird. 

We finished cleaning the cages that am shift started and disinfected them. ",NA
2015-10-11 10:10:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-10-11 19:50:00,"Yes, we are all perfect little APA volunteers!",NA,"Where do our spray bottles keep disappearing to?","The shift really doesn't require 2 people (as long as you can hold Moerbe on your own - she's a little squirmy for the SQs)

Thanks to the clinic for the 7 flats of wet food!

All the dirty kennels were cleaned out tonight.",NA
2015-10-12 09:09:00,"How do I do that again?",NA,NA,"One person can do this shift (heyy) but Moerbe is not a fan of the SQs - so if you feel so inclined I'm sure the other volunteer wouldn't mind if you came in! I folded all the laundry so that's what took so long, this shift honestly is super short",NA
2015-10-12 20:19:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,"I found some light bulbs in Davenport, so the changing area is fully lit now!

Please don't fold towels if they're still damp. That will make the dogs cold if they're in the cages and they'll get mildew-y if they sit damp on the shelf. Just put them back in the dryer a while longer. ",NA
2015-10-13 09:49:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Nicole keeps burping very loudly",NA
2015-10-13 19:59:00,"Nooo I'm too lazy!",NA,NA,"Thanks for the supplies!",NA
2015-10-14 08:53:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-10-14 14:17:00,"It is in my best interest and all those involved if I do not log my hours.",NA,NA,"Moerbe  (rhymes with furbee) is ready to be tested.....BUT from FT. Worth....do we have a spot for her if she is negative????","Stink bug"
2015-10-14 19:41:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-10-15 10:07:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I sprayed Vivian's kennel with trifectant, but didn't get a chance to go back in and clean it out or mop because I'm bathing out Vivian with the help of the clinic.",NA
2015-10-15 17:27:00,"Nooo I'm too lazy!",NA,"Can someone test our Moerbe tonight or tomorrow AM?","THIS IS JUST A MORGAN UPDATE",NA
2015-10-15 20:52:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,"I will bathe out Moerbe tomorrow morning. 

The shift was short, I spent a while cuddling with Queen Isabella and the cleaning might have taken longer than actual treatment. ","Morgan- Thanks Dr. Ramsey"
2015-10-16 12:56:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Dogs didn't take long, training and cleaning did. Cages are clean, floors are swept and mopped, and the trail of poo that had been stuck to somebody's shoe scrubbed up. If you get poop on the floor, please clean it up during your shift, don't wait for the next person to mop. 

",NA
2015-10-16 20:59:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,NA,"Morgan: R cephalic, no t-ports, extension set used."
2015-10-17 09:59:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-10-17 20:48:00,"How do I do that again?",NA,NA,NA,NA
2015-10-18 08:59:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Morgan - left front"
2015-10-18 21:04:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-10-19 10:30:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-10-19 20:17:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-10-20 09:53:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-10-20 20:31:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-10-21 11:39:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Unfortunately, the polyflex was left out overnight, so Jordana instructed us to throw it out and make more.

Treatments took a little longer than probably normal as Bobbie and I are both brand new volunteers and had to keep asking the clinic questions. Thank you Jordana!!

",NA
2015-10-21 20:21:00,"Yes, we are all perfect little APA volunteers!",NA,"Does TLAC shift a lot? or do the doors just like to randomly stick open?","Someone Amazon Prime-2-hour-delivered us loads of baby food! Is this the FUTURE?! ",NA
2015-10-22 15:13:00,"Nooo I'm too lazy!",NA,NA,"Treatments didn't take long.. I just piddled around and gave extra attention to all the cute pups in here cause I'm really going to miss volunteering in parvo ;( ;( ;(","Heifer:  24g t-port, left cephalic"
2015-10-22 20:53:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-10-23 10:35:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,"Please make sure that the blankets on the cages of the URI dogs cover the whole front of the cage. If they're falling down or leave three inches open on the edges it's still really easy for the URI to spread if the dogs stick their noses into the gaps and sneeze or cough (or just breathe). ",NA
2015-10-23 20:34:00,"Nooo I'm too lazy!",NA,NA,NA,"



"
2015-10-24 11:33:00,"Nooo I'm too lazy!",NA,NA,"The only reason this one took so long was because Murphy's Law was at play, needles wouldn't come off lines, and I straight could NOT treat Wally alone - had to call Hunter in at 10 bc I just couldn't do it. With 2 people this shift should only take 1.5 hours.",NA
2015-10-24 20:57:00,"Oops.",NA,NA,"We have donated lines, you have to screw your syringe into the blue and white ports, you can't put a needle  through them. You can press the 1-cc syringes in even though they don't screw, but it takes two hands to make sure they stay in. ",NA
2015-10-25 08:08:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-10-25 18:32:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-10-26 10:09:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The first 5 dogs only took me about 30 minutes, The rest of the shift was worrying about Heifer, texting the vet, getting the clinic to help me restart her IV and snuggling her a bit because she seemed so pathetic. ","Heifer Thanks Jordana!!"
2015-10-26 19:38:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-10-27 10:08:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I changed back into parvo to clean Jenny's kennel and finish laundry and snuggle Francesca",NA
2015-10-27 18:58:00,"the bleach has killed my braincells",NA,"Is there any way we can get a new faucet? Ours is kind of broken.","Seriously impressed by the lack of a laundry situation!",NA
2015-10-28 09:49:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,"sorry I didnt have time to do a super job of cleaning  : (",NA
2015-10-28 18:10:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-10-29 10:14:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Shift did not very long- I came in late (around 9:15). ",NA
2015-10-29 15:00:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,NA,"Diesel - placed 24g cath with T-port on intake"
2015-10-29 20:06:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Sorry we didn't get around to cleaning the cage or folding the rest of the laundry! I have a flight to catch in the morning and I was a bad influence for Bobbie who would have stuck around to clean","Heifer- 24 G in left hind. Thanks Daniel!"
2015-10-30 13:45:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Sorry we didn't get around to cleaning the cage or folding the rest of the laundry! I have a flight to catch in the morning and I was a bad influence for Bobbie who would have stuck around to clean","Heifer- 24 G in left hind. Thanks Daniel!"
2015-10-30 14:12:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,"The heavy rain (7+ inches) made it flood in parvo because the drains backed up and water started coming up out of them :( We had about an inch of water in front of the runs for a while. (Side note- the floor in here is not level at all) Thankfully the rain seems to have stopped (for now) and the drains eventually started working correctly, so I was able to sweep the water down them and use towels and the mop for the rest. By some miracle we didn't flood enough that it started flowing into the clinic or the rest of APA. The floor is now mopped and dry. All the pumps and anything that looked electronic or water-damagable was moved off the floor. Please leave things that need to be dry up high until Sunday, since it's supposed to rain until tomorrow afternoon. 

Toilet is not happy. It may get happier once the pipes start draining better. Plunging didn't seem to do anything. 

I might have somehow re-sent the report from last night. Oops!","Diesel- 22 g right front"
2015-10-30 21:53:00,"Nooo I'm too lazy!",NA,NA,"Francesca's paperwork is back here and it says she's parvo negative. I assume no one stole her, right..?",NA
2015-10-31 08:35:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Where do we store the extra pumps now?

There is a leak from the ceiling by the the med counter garbage can.",NA
2015-10-31 19:29:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-11-01 12:06:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,"Treatments didn't take too long, it was mostly bathing and cleaning that took a while. Heifer's run in the back has been disinfected and several other cages up front are now clean. Floors are swept and mopped. ","Diesel- 22 g right rear, T port. "
2015-11-01 16:07:00,"Yes, no, maybe so",NA,NA,"Keep an eye on inventory as this guy will probably go through a bag of fluids a day....",NA
2015-11-01 20:43:00,"Yes, we are all perfect little APA volunteers!",NA,"Is there a reason","Hector stole the spray bottles, we need more.. ",NA
2015-11-02 09:19:00,"No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
2015-11-02 21:40:00,"Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,NA,NA,NA
