"Timestamp","Dogs.in.ICU","Shift.Time","Count_Crt","Count_Int","Count_Wel","Count_Dsc","Volunteers...Staff","Catheters.Placed.Replaced.","Names_Crt","Names_Int","Names_Wel","Names_Dsc","Details_Dsc","Count_Dis","Names_Dis","Count_New","Names_New","Inventory...Medications","Inventory.Needs...Supplies","Inventory...Medical.Supplies","Additional.Information","Have.you.logged.your.volunteer.hours.at.myvolunteerpage.com..","Any.Questions.","Inventory...Food...General.Supplies","Most.Urgent.Supplies.Needed","Panleuk.Kittens","Hour_Sent","Count_Vols"
2015-12-06 21:45:00,5,2.5,1,3,1,0,"Hunter, Marina",NA,"Judd - QAR, IVs and orals, gums were grey-ish so doc said to give a heta, FF 20 cc, bloody diarrhea, no vomit","Carlton - BAR, IV and orals, FF 12 cc, no v/d
Keaton - QAR, SQs and orals, mushy poop, no vomit, ate a little BF on his own, but gagged whenever we tried to FF
Brandy - QAR, IV and SQ, ate chicken on her own!, no v/d, literally had to push her to  move around","Ozzy - parvo negative, needs to be scrubbed out in the morning!",NA,NA,NA,NA,NA,NA,"None",NA,"None","have only two cans of wet food left","Yes, we are all perfect little APA volunteers!",NA,"Variety Canned food",NA,NA,21,2
2015-12-07 12:24:00,4,4,1,0,3,0,"Erica","Judd thanks Dr. Ramsey","Judd-QAR, very pale gums, IV CRI, FF, SQs",NA,"Carlton-BAR, IV out, switched to SQs, loves wet food
Keaton-BAR, SQs, eating some, no V/D, 5.5/19/140
Brandy-QAR, IV out, SQs, eating some, no Vomit, mushy stool, feel asleep in my arms and snored during SQs, so sweet!",NA,NA,NA,NA,0,NA,"Cefazolin/Ampicillin",NA,"None","Mixed the last bottle of cefazolin today

All three of the IVs were out, had to bathe Ozzy and do labs on Keaton, and did 4 loads of laundry...so took a long time","Yes, we are all perfect little APA volunteers!",NA,"None",NA,NA,12,1
2015-12-07 13:35:00,4,1,1,3,0,0,"Erica",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"None",NA,"None","Just an addendum to this mornings report:

Ozzy is bathed out but his kennel is dirty...sorry...I changed back in to finish everything, but it is 1:40 now and I have to go 

Dr. Ramsey and I did labs on Carlton and Judd

Carlton: 33/4.8/158
Judd:18/4/168

I washed all the scrubs and the three IV pumps that were dirty","Yes, we are all perfect little APA volunteers!",NA,"None",NA,NA,13,1
2015-12-07 20:26:00,4,1.5,0,1,3,0,"Hunter, Carolina",NA,NA,"Judd - Vomit while force fed. Still on IVs. QAR","Carlton - Ate well, BAR, No poop, SQs
Brandy - Ate well (repeated!), SQs, saw a bit of liquid poop in the towels. Stood up and walked a bit. Skin still patchy, didn-t find a lot of info about what-s going on with her skin.
Keaton - Ate well, SQs, no poop, a bit too QAR and pale pink gums. ",NA,NA,NA,NA,NA,NA,"Polyflex",NA,"None",NA,"Nooo I'm too lazy!",NA,"Turkey, Chicken Sticks",NA,NA,20,2
2015-12-08 19:58:00,4,1,0,1,3,0,"Emily, Anne",NA,NA,"Judd: very pale, got slightly more pink after heta bolus; nebulized for ~30mins; FF 10ccs BF. I left the crate in front of his cage to nebulize him in.","ALL WHINERS!

Brandy: made a mess of her kennel, just metro and lots of food! Mushy poop.

Carlton: doesn't want to eat for me, mush poop, just oral dextrose. FF 12ccs.

Keaton: now really wants attention! Ate wet food, no poop tonight. SQ antiemetics.",NA,NA,NA,NA,NA,NA,"LRS + 5% dextrose",NA,"None",NA,"Yes, we are all perfect little APA volunteers!",NA,"Turkey, Variety Canned food","We do NOT need Cefazolin!",NA,19,2
2015-12-09 08:17:00,4,1,0,1,3,0,"Emily, Anne",NA,NA,"Judd: very pale, got slightly more pink after heta bolus; nebulized for ~30mins; FF 10ccs BF. I left the crate in front of his cage to nebulize him in.","ALL WHINERS!

Brandy: made a mess of her kennel, just metro and lots of food! Mushy poop.

Carlton: doesn't want to eat for me, mush poop, just oral dextrose. FF 12ccs.

Keaton: now really wants attention! Ate wet food, no poop tonight. SQ antiemetics.",NA,NA,NA,NA,NA,NA,"LRS + 5% dextrose",NA,"None",NA,"Yes, we are all perfect little APA volunteers!",NA,"Turkey, Variety Canned food","We do NOT need Cefazolin!",NA,8,2
2015-12-09 09:39:00,4,1.5,1,0,3,0,"Keri",NA,"Judd: QAR, gums pale, catheter blew overnight, clinic aware. He only has one good leg left. Got cerenia and famotidine SQ instead of IV. FF 15 cc's, wasn't interested in food. Nebulized for 20ish minutes in the crate; I tried to get some of the gunk out of his nose but his right nostril is pretty gross. ",NA,"Brandy: BAR, eating, created the messiest cage I've seen in my 1.5 years in parvo (no joke)

Carlton: BAR, a little fluffball, ate 2 good servings of wet food but didn't care much for the chicken/rice

Keaton: BAR, ate well, famotidine/reglan SQ. ",NA,NA,NA,NA,NA,NA,"None",NA,"None","I threw out a bottle of oral dextrose that was on the counter--it was warm and there looked to be some stuff growing in it.

I'll take out the trash right now :)","Nooo I'm too lazy!",NA,"None","A power washer for Brandy's kennel",NA,9,1
2015-12-09 20:41:00,4,1,0,0,4,0,"Natalie, Anne, Hunter",NA,NA,NA,"Harry (new) - Surrendered pug, BAR, friendly, not eating and not a fan of SQs. No v/d
Brandy - BAR, orals, eating lots, waiting on two solids, se sentará si pides bien!
Carlton - BAR, orals, eating a little (loved dextrose), waiting on two solids
Keaton - BAR, orals, eating, had solid (test in AM)",NA,NA,NA,"Judd was stolen by the clinic",1,NA,"Metronidazole tabs",NA,"None",NA,"Nooo I'm too lazy!",NA,"None",NA,NA,20,3
2015-12-10 10:50:00,3,1,0,1,2,0,"Erica",NA,NA,"Harry-QAR, SQs, not eating, no V/D, ff 30ml BF","Carlton-BAR, eating, orals, one solid!

Brandy-Very BAR, aka bored and wants to tell you about it, eating A LOT, orals, one solid!",NA,NA,NA,"Keaton!!!",0,NA,"None",NA,"None","This shift was very easy and treatments probably only took about 30 minutes.

I cleaned and put away all of Judd's equipment and swept very well. It needed it badly. Which in my opinion, should have been done when there were two volunteers and an assistant here last night. Please try to be considerate of the morning shifts when there is only one volunteer available. 

I'm going to bathe Keaton out now. His kennel will need to be cleaned tonight. ","Yes, we are all perfect little APA volunteers!","Can we bring peanut butter to stuff kongs for poor bored puppies like Brandy?","None",NA,NA,10,1
2015-12-10 19:53:00,3,1,0,1,2,0,"Bobbi, Katie",NA,NA,"Harry- Q/BAR, pink, warm. Vomited. SQs, not eating, force fed 20 cc baby food after Cerenia. ","Brandy- BAR, orals, eating.

Colton-BAR, orals, eating. ",NA,NA,NA,NA,0,NA,"None",NA,"Parvo Tests","I found a parvo test with no swab, so I had to throw it away. There is absolutely no reason for us to ever have an uneven number of tests and swabs, one test is always used with one swab. If we're group testing dogs, you put a single swab into up to three dog's anuses, you do not use multiple swabs on the same test. (We only group test dogs from the same litter.) If you are not sure how to do a parvo test, please tell me and we will review it. If we are not performing the test exactly how the manual says, our results are not valid, and by using extra swabs somewhere we are wasting money, each test costs $20. Test results are only valid if the test is run with a swab with the same lot number, which is why we have to throw away extra tests rather than save them for later.","Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,"None","parvo tests (1 left)",NA,19,2
2015-12-11 09:30:00,1,1.5,0,1,0,0,"Katie",NA,NA,"Harry-QAR, pink, warm. No v/d. not eating. SQs. force fed 40 cc baby food. ",NA,NA,NA,NA,"Brandy and Carlton 

PM shift please clean their kennels tonight. Brandy's will need to be cleaned with diluted bleach (not trifectant) because of her possible mange. ",0,NA,"None",NA,"Parvo Tests",NA,"No, I'm an employee and I clocked in and will clock out",NA,"Dry Puppy Food, None","Parvo tests- Jordana gave me a box since we were out but it's all we've got back here. ",NA,9,1
2015-12-11 19:50:00,6,1,0,1,5,0,"Bobbie, Emily",NA,NA,"Harry: Still very reluctant to eat, getting SQs. FF lots of baby food. Not thrilled about the new intakes.
Also, Emily calls dibs.

Just a general pug/squishy faced dog note - make sure stuff (food/eye boogers/nose boogers) doesn't get stuck in the face fold because it will rot and be disgusting.","Kenna, Jenna, Denna (really guys?): BAR, eating lots of wet food. Polyflex and anthelmintics.

Benny and Kenny (REALLY GUYS?!): BAR, eating lots of wet food. Polyflex and anthelmintics
.
Daniel says they were crazy when he brought them back, but now they've worn out and are peaceful sleeping angels. Sibling tested positive and passed already, so keep a close eye on all of them. Pretty young and small and ADORABLE.",NA,NA,NA,NA,5,NA,"None",NA,"Parvo Tests","Oh, dear clinic staff, thank you for putting heating pads in with the puppies. Please please please remember to put a towel underneath in the metal kennels! Thank you!

Bobbie got both dirty kennels cleaned with bleach!","Yes, we are all perfect little APA volunteers!","When was the last time we had a pug in parvo?","Turkey, Chicken Sticks, Toilet Paper","TP plz",NA,19,2
2015-12-12 09:20:00,6,1,0,0,6,0,"Marina, Genevieve",NA,NA,NA,"Harry - B/QAR, very wiggly during SQ & fought like a wildcat during FF (so I think he's doing pretty well), no v/d
Jenna, Kenna, Denna - very BAR, polyflex SQ, lots and lots of mushy poop, ate wet food but showed some resource guarding
Benny & Kenny - also very BAR, polyflex SQ, had a bunch of mushy poop, ate lots of wet food",NA,NA,NA,NA,0,NA,"None",NA,"None","-made a new lactated ringers bag
-spent quite a bit of time cleaning, since the puppies are such poop monsters
-thanks for coming in, Genevieve!!","Yes, we are all perfect little APA volunteers!",NA,"None",NA,NA,9,2
2015-12-12 20:51:00,8,1.5,0,3,5,0,"Marina, Genevieve ",NA,NA,"Harry - He's only intermediate because he's a jerk. Even with two people, (I was physically laying on top of him) he STILL squirmed out of SQs - to the point that the clinic suggested we just give him oral baytril, so we did. 

Normally, SQs, BAR, FF

Stella and Stanley - new intakes, cute as pie, QAR/BAR, SQs, only intermediate because they're new","Denna, Jenna, Kenna - BAR, SQs, orals, do NOT like SQs (their skin is very tough) One of them is pooping in a very suspicious way, it's a little yellowy and concerning, but I'm not sure who it is so keep an eye on them
Benny and Kenny - BAR, SQs, orals, also sweet, also hate SQs",NA,NA,NA,NA,NA,NA,"None",NA,"None","The polyflex repeatedly got stuck in the needle so I used an 18g on the little rhyming crew - just keep that in mind for future shifts!","Nooo I'm too lazy!",NA,"None","Christmas gift ideas for Hunter Ratliff",NA,20,2
2015-12-13 09:48:00,8,1.5,0,2,6,0,"Katie, Natalie",NA,NA,"Stella and Stanley- BAR, pink, warm. One or both had mucus-y diarrhea. Eating some. SQs. ","Harry- BAR, eats dry food. SQs. 

Jenna, Denna, Kenna, Kenny, Benny-BAR, eating lots, loud, no treatment in AM, orals only PM. Lots of soft poop. ",NA,NA,NA,NA,0,NA,"None",NA,"None","We have a little toilet paper in the middle bathroom still, I brought another pack up front. ","Yes, we are all perfect little APA volunteers!, No, I'm an employee and I clocked in and will clock out",NA,"None",NA,NA,9,2
2015-12-13 20:45:00,8,1.5,0,0,8,0,"Carolina",NA,NA,NA,"Benny, Kenny, Denna, Jenna, Kenna: eating lots of wet food and BAR (was there a barking contest I wasn't aware of?) Soft poops
Stella and Stanley: lots of wet food. soft poop
Harry: ate all his wet food but threw up a bit after. No poop",NA,NA,NA,NA,NA,NA,"None",NA,"None",NA,"Nooo I'm too lazy!",NA,"None",NA,NA,20,1
2015-12-14 08:57:00,8,1.5,0,3,6,0,"Katie",NA,NA,"Stella and Stanley- BAR, pink, warm. soft stool. Polyflex and Reglan only. Ate some wet food. 

Jenna- BAR, pink, warm. Ate a bunch of wet food, then vomited, then ate more dry food. Metro and Reglan. ","Harry- BAR, pink, warm. Ate all wet food. No treatment, solid stool. Test next solid stool. 

Denna, Kenna, Kenny, Benny- BAR, pink warm. Eating tons, soft and solid stool. Metro only.They are definitely having a barking contest, I think Kenny is winning. 
",NA,NA,NA,NA,0,NA,"None",NA,"1cc Syringes",NA,"No, I'm an employee and I clocked in and will clock out",NA,"Variety Canned food, Dry Puppy Food",NA,NA,8,1
2015-12-14 20:37:00,12,1.5,0,0,12,0,"Carolina",NA,NA,NA,"New ones: Cricket (a bit QAR), June bug, Grubby, Fire fly: on Poly SQ. Soft poop and eating well
Stella and Stanley. Soft poop. Didn't eat much
5 black beasts (Benny, Kenny, Denna, Jenny, Venna) soft/solid poop. Eating wet/dry. Kenny on doxy and Venna on meto.
Harry on meto. Didn't eat much. Lot's of solid poop!",NA,NA,NA,NA,4,NA,"None",NA,"None",NA,"Nooo I'm too lazy!",NA,"Turkey, Variety Canned food, Chicken Sticks",NA,NA,20,1
2015-12-15 09:48:00,12,1.5,0,2,10,0,"Nicole, Shanti",NA,NA,"Cricket- not eating, qar, started sqs diarrhea, FF
Stanley- BAR not eating, restarted SQS, FF mushy poop in kennel","Grubby, Firefly, and June, Bar all eating well, solid poop in kennel for grubby and firefly
Stella- Bar eating some, mushy poop
Benny, Kenney, Donna, jenny, Venna- eating soft poop orals meds
Harry- solid poop tested still slighty positive",NA,NA,NA,NA,NA,NA,"None",NA,"None",NA,"Yes, we are all perfect little APA volunteers!",NA,"Turkey, Variety Canned food, Dry Puppy Food, Chicken Sticks, Toilet Paper",NA,NA,9,2
2015-12-15 20:20:00,12,1,0,2,10,0,"Emily, Marina",NA,NA,"Cricket: not eating, SQs, got force-fed but vomited during.

Grubby: polyflex only, less interested in food, vomited food. Otherwise BAR.","Firefly: polyflex only, eating pretty well. Lots of smushy poops with Grubby.

Junebug: eating pretty well, polyflex only, spay incision is slightly swollen. Lots of smushy poops with Cricket.

Kenny/Benny: semi soft poop all over, eating wet/baby food.

Denna/Kenna/Jenna: eating wet food well, very active. Someone has very runny stool, others have semisoft poops ALL OVER.

Stella/Stanley: Stella only has orals, Stanley also has SQs. Both eating wet food - Stella is very pushy so you might have to hold her back to let Stanley eat his share. Semi soft poops. Also eating dry food if you leave it for them.

Harry: eating wet food, semi soft poops. Very BAR and wants attention.

",NA,NA,NA,NA,NA,NA,"None",NA,"None",NA,"Yes, we are all perfect little APA volunteers!",NA,"Turkey, Variety Canned food, Chicken Sticks","WET FOOD! All we have is a few tins of Cesar's

Turkey/ham/chicken sticks/etc. would be great!",NA,20,2
2015-12-16 09:46:00,12,1.5,0,1,11,0,"Shanti, Marina",NA,NA,"Cricket- QAR (no V or D). P and Warm. Not eating. Gave SQ meds and LRS. Force fed 15 CC BF. 

","Junebug- BAR- gave polyflex. Ate well after treatment (may not need SQs if eating). 

Stanley- BAR - mushy poop all over. No V or D. Currently on SQs- gave meds per chart. Reevaluate need for SQs- he is eating on his own and is super BAR. 

Stella (Stanley's sibling)- super BAR. No meds. Ate a lot. Hard to keep her and Stanley in kennel- both escape artists. Mushy poop in kennel

Grubby (grey) and Firefly: Both doing generally fine but Grubby did not eat. Force fed 25 cc BF. No V or D noted. Lots of mushy poop in the kennel

Benny, Kenny: Orals, Ate well. lots of mushy poop.
Jenna, Denna, Kenna: Ate well. Oral med. Lots of mushy poop

Harry: Solid Stool. Ate well. 

",NA,NA,NA,NA,0,NA,"None",NA,"None","There are so many super BAR puppies (adorable) and so there was so much poop to clean in kennels and around kennels and a ton of laundry and disgusting dishes to wash. It is a puppy party place here- fun! ","Yes, we are all perfect little APA volunteers!",NA,"Turkey, Variety Canned food, Chicken Sticks","We need good variety of wet food and yummy snacks (for puppies)- we barely have any left in shelves and none in fridge. ",NA,9,2
2015-12-16 20:55:00,13,2,0,3,10,0,"Emily, Bobbie",NA,NA,"Rosie (new): SQs, scared (go slow - she was cool with me), not eating.

Cricket: separated from sibs, not eating, vomited twice, FF.

Grubby: separated from sibs, not eating, FF. ","Junebug and Firefly: put together, both super BAR, playing, mushy poop EVERYWHERE! Eating wet food. Not txt.

Stanley and Stella: eating wet and dry food, orals, still trying to escape!

Harry: Super Pug. eating, pooping, TEST TOMORROW!

Kenny/Benny and Kenna/Denna/Jenna: BAR, eating, pooping, TEST TOMORROW!
",NA,NA,NA,NA,1,NA,"None",NA,"None","Please don't overload the washing machine! With the really nasty dirty towels lately, things don't get clean with too much in the washer, and it's really bad for the drum to be too full.

Emily brought in 24 cans of wet food and turkey/ham, but with all these puppies, we're going though it quickly!","Yes, we are all perfect little APA volunteers!","Did Jenna get her metro this morning? Hers was the only one not marked off.","Chicken Sticks",NA,NA,20,2
2015-12-17 11:39:00,7,4,1,2,4,0,"Erica",NA,"Cricket-QAR, SQs, not eating, FF 10ml BF then vomited it up, diarrhea not obviously bloody but possibly?, clinic notified may need  IV","Grubby-BAR, SQs, not eating, no V/D, FF

Rosie-QAR, very scared but wants to come out and be held, SQs, not eating, FF, no V/D","Stella/Stanley-BAR, eating, solid, orals

Junebug/Firefly-BAR, eating, mushy, no treatment",NA,NA,NA,"Harry!, Benny, Kenny, Jenna, Venna, Denna",0,NA,"None",NA,"None","Rene just passed me a bunch of wet food

Kennel 7, 8, and 9 need to be cleaned (sorry ladies)

I will now begin to bathe all 6 dogs
","Yes, we are all perfect little APA volunteers!","Were kennels D and E disinfected and wiped down?","None",NA,NA,11,1
2015-12-17 22:37:00,8,3,0,4,4,0,"Katie, Bobbie","Cricket- Thanks Dr. Ramsey",NA,"Cricket- QAR, pink, warm. IV/SQ treatment. On pump. Very nauseated, vomited several times, drooling a lot. Gave cerenia, she seems less nauseated and has heald down 10 cc of baby food so far. Nose was crusted over so covered cage, possible URI.

Grumby- QAR, pink, warm. SQs. No v/d. Force fed. 

Rosie- QAR, pink, warm, SQs. Scared but wants to cuddle. Force Fed.

Genie- New from AAC. QAR, pink, warm. SQs. runny diarrhea. ","Junebug and Firelfy- BAR, playing, maniacs. Poop and food EVERYWHERE. Eating lots.

Stella and Stanley- BAR, eating like little pigs, also made a mess but not as bad as Junebug or firefly. They're really good at running out as you try to shut the door to the run. ",NA,NA,NA,NA,1,NA,"LRS",NA,"3cc Syringes, PCV Tubes, 60 cc syringes (luer slip or luer lock for use with needles), 20 cc syringes (for feeding, catheter/feeding tip helpful but luer also OK)","Never trust the weight on the shelter paperwork, always way new intakes yourself! AAC wrote down that Genie was 6.5 lbs but I weighed him and he is 9.4 lbs. Using the wrong weights means the dogs aren't getting the right doses of medication; too low and they don't get enough to be effective, too high and we could cause dangerous overdoses. 

Cleaning took longer than treatments. Runs D and E were disinfected, kennels 7, 8 and 9 are scrubbed and bleached. The kennel doors are also clean. Floors are swept and mopped, though I'm sure the puppies will throw more food on the floor by morning. 
","No, I'm an employee and I clocked in and will clock out",NA,"None","Mrs. Skowers All-Purpose Magical Mess Remover ... Or better yet a working scouring spell. 

And also 3 cc syringes",NA,22,2
2015-12-18 10:17:00,6,2.5,0,4,2,0,"Erica, Katie",NA,NA,"Cricket- QAR, pale pink, warm. IV Tx. Seems very nauseated still. Can't tell if the crusty stuff on his nose is actually nasal discharge or just mucusy drool that got stuck there. Brighter than yesterday, came to the front of the cage to say hi. 

Grubby-BAR, pink, warm. SQs. Still doesn't want to eat. 

Rosie- QAR, pink, warm. SQs. Force fed 20 ccs. A little sketchy when you're poking, very sweet otherwise. 

Genie- QAR, pink, warm, maybe a little brighter than last night. ","Junebug and Firefly- BAR, pink, warm, lots of solid poop but they haven't been here long enough to test yet. Maybe tomorrow, check with doctor (they've been here 3 and two-half days",NA,NA,NA,"Stella and Stanley",NA,NA,"LRS",NA,"3cc Syringes, PCV Tubes","Stella and Stanley's run is clean (and so is the run door, which was nasty)

We're expecting 5 pups from Bastdrop sometime today. ","No, I'm an employee and I clocked in and will clock out",NA,"None",NA,NA,10,2
2015-12-18 20:32:00,11,2,6,3,2,0,"Daniel","IV catheters placed in all 5 new pups: Rhaegar, Meraxes, Aegon, Visenya, and Rhaenys","Aegon and Visenya - Not eating, FF, on IV and SQ, lethargic, BD and V
Rhaegar and Meraxes - Not eating, FF, on IV and SQ, QAR, BD and V
Rhaenys - Eating some, on IV and SQ, QAR, BD and V
Cricket - Not eating, FF, on IV and SQ, QAR/leth, lots of V","Grubby - BAR, not eating, FF, on SQ
Rosie - QAR, growly, FF, on SQ
Isabel - QAR, scared (go slow), not eating, FF, on SQ
","Junebug and Firefly - both very BAR, eating everything, pooping everywhere",NA,NA,NA,NA,5,NA,"Dextrose",NA,"LRS",NA,"No, I'm an employee and I clocked in and will clock out",NA,"None",NA,NA,20,1
2015-12-19 12:14:00,11,4,1,4,6,0,"shelby",NA,"cricket - was looking ok until the end of shift, having some BD and looking rough. Please check on him. Very drooly, nauseous, clear vomit. pink gums, 99.9T.","Aegon, Visenya, rhaegar - all doing well as of now, and eating on their own. Rhaegar's cath came undone or was chewed off, please replace if needed.

Meraxes - lots of vomit during shift, not eating.","rhaenys - ate her bag line into many pieces. Very noisy and eating a lot. Made new bag because previous report mentioned how bad she was doing. Def improvement!

Rosie, grubby, sabel - all on sqs. Everyone wanted their food heated today.

junebug and firefly - ate a lot, tons of poop.",NA,NA,NA,NA,NA,NA,"None",NA,"None","I am so sorry, i left poop dishes soaking in the sink since i could not get it off, folded no laundry and could not really clean. I am late for nephew's bday party! ","Yes, we are all perfect little APA volunteers!",NA,"None",NA,NA,12,1
2015-12-19 23:30:00,13,4.5,1,8,4,0,"Katie",NA,"Meraxes- QAR, pink, warm. Vomited, not eating. Line was very tangled. FF 10 cc","Cricket- QAR, pink, warm. Vomiting and regurgitating, even after cerenia. Syringe fed 45 cc an hour after Cerenia, kept some down. Lips are irritated and bleeding, maybe from all the drooling?

Rhaegar, Rhaenes- BAR, pink, warm. Both eating ham. Rhegar is getting SQs, Rhaenes is on IVs.

Aegon and Visenya- QAR, pink, warm. IV Tx. FF 20 cc

Brando- New, SQs, clinic treated.

Rosie- QAR/BAR, pink, warm. SQs. Didn't eat for me. Snappy during treatment.

Isabel/Genie QAR/BAR, pink, warm, SQs. FF 20 cc BF","Pickle- BAR, pink, warm. SQs. Ate some ham. So sweet!

Firefly and Junebug-BAR, eating lots, pooping lots, messmakers. 

Grubby- BAR/QAR, Reglan, LRS, and Metro, eating some. ",NA,NA,NA,NA,1,NA,"Dextrose",NA,"3cc Syringes",NA,"No, I'm an employee and I clocked in and will clock out",NA,"None","Dextrose- out (we used 1.5 bottles in the last two days to make all the Bassdrop litter's bags)",NA,23,1
2015-12-20 13:35:00,13,5,1,8,4,0,"Katie",NA,"Meraxes-QAR, pink, warm. vomiting, runny diarrhea, doesn't want to eat. IV Tx. ","Aegon and Visenya- QAR, pink, warm. IV Tx. Both ate some ham, the blonde one ate more. 

Brando- QAR, pink, warm. SQs. Not eating, no v/d.

Grubby- Very BAR, but still not eating much. 

Cricket- Q/BAR, pink, warm. Vomit and diarrhea in cage but none during this shift. This is the first time I've seen him without him drooling like crazy from nausea. Much brighter, whines, barks, and wants attention. No URI signs. Force Fed 20 cc baby food. 

Rhegar and Rhenys- BAR, pink, warm. Rhenys ate lots of ham. She chewed her IV line in several places last night, so I capped her catheter since she's eating. IV and SQ Tx. Rhegar ate ham but less than Rhenys and got SQ treatment. 

Rosie- BAR, still very scared, I muzzled her to treat since she snaps when you give injections. Ate a bunch of turkey. 

","Firefly and Junebug- BAR, pink, warm. So much poop. Finished all wet food, didn't give dry since they just dump it all over the floor. 

Isabel- BAR, pink, warm. Snappy for injections, muzzled. Ate a jar of baby food.

Pickle-BAR!!! wants to chew on everything and everyone, so don't leave any uncapped needles around him because he will try to chew them. Muzzled so he'd stop trying to chew on my hands during treatment. Catheter still flushes. Ate a bunch of wet food. Wiggly and difficult to give injections to. ",NA,NA,NA,NA,0,NA,"Hetastarch, Dextrose",NA,"3cc Syringes",NA,"No, I'm an employee and I clocked in and will clock out",NA,"Turkey","3 cc syringes, IV Dextrose",NA,13,1
2015-12-20 22:39:00,13,3,1,6,6,0,"Katie",NA,"Meraxes- QAR, pink, warm. Drooly, not eating. FF 15 cc baby food. ","Aegon and Visenya- QAR, pink, warm. IV Tx. Eating well. 

Brando- QAR, pink, warm. Not eating. No V/D, FF 40 cc BF.  Seems a little quieter and less wiggly  than this morning. 

Cricket- No v/d, QAR, pink, warm. Not eating. IV Tx. 

Rhenys and Rhegar- BAR, pink, warm. Both eating lots. SQ/IV TX, Rhenys is switched to SQs tomorrow. ","Junebug and Firefly- BAR, pink, warm. Solid poops. eating tons of wet food, spilling much less food since I started giving only wet. Don't let them lick you, they eat their own poop :( 

Grubby- BAR, pink warm. Reglan only. Ate a bunch of baby food. 

Isabel- BAR, pink, warm, metro only. Easy to treat since no injections required. 

Pickle- BAR!!! no treatment, eating tons.  

Rosie- BAR! No treatment, eating well. ",NA,NA,NA,NA,0,NA,"Dextrose, Heparin",NA,"3cc Syringes","Laundry is caught up and I washed two loads of scrubs too
","No, I'm an employee and I clocked in and will clock out",NA,"Turkey","IV dextrose


I made a new bag of heparin flush for when the current one runs out, we'll need more of the concentrated heparin for the next bag.",NA,22,1
2015-12-21 11:40:00,13,3.5,1,2,10,0,"Shanti",NA,"Meraxes- Tiny (6 lbs), QAR, No V or D. Drooling. Pink gums. Temp was 101.5 (notified Vet). Gave meds as per chart (IV and SQs). Force fed BF. ","Brandy- QAR (very alert- sat and supervised me throughout the shift). bcos she is noted as squirmy, treated her last. Did fine with SQs (not as wiggly). Not interested in food. Force fed BF. 

Cricket: QAR. P and W. No V or D. Gave SQs. Force fed BF","Aegon and Visenya: Tiny puppies. BAR. Gave SQs and force fed BF. 

Grubby: Super BAR. Ate all the wet food on own. Gave metro. Did/could not give LRS bolus per chart. 

Rhaegar and Rhaenys: Tiny but Super BAR. Gave SQs meds per chart and force fed BF. Ate some wet food on their own. One of them pooped (mushy).

Pickles: Ate very well. Solid poop. 

Sabel: Very scared- go slow. Offered food- did not eat during shift. (no meds recommended)

Rosie- Very angry. Snapping and growing even when i went near the kennel door. Changed food (she did not eat) and threw couple of slices of turkey into her kennel (which she ate but no more left in fridge). Go very slow on her- may bite

Firefly and Junebug- Adorable and super BAR. Ate well. Tested- both Parvo negative. Don't have time to bathe them out- notified clinic.
",NA,NA,NA,NA,0,NA,"None",NA,"None","Dryer not working? I checked the load twice but they weren't really dry. 

Cleaned and changed towels in all kennels (and some are already dirty in the BAR pup kennels). Washed all dishes. Don't have time to sweep or mop floors- sorry. ","Yes, we are all perfect little APA volunteers!",NA,"None",NA,NA,11,1
2015-12-21 21:53:00,13,3,0,3,10,0,"Katie, Bobbie","Meraxes- 24 g right front, T port, Thanks Dr. Barz!",NA,"Meraxes- QAR, brighter than yesterday, pink, warm. IV treatment. 

Brando- QAR, pink, warm. SQs. Ate a tiny bit of wet food, then I force fed 60 cc baby food. 

Cricket- Pulled catheter, qar, pink, warm. SQ treatment. Regurgitated small amount of mucus/clear liquid but then kept down 20 cc baby food. Parvo test in AM per Dr. Barz","Aegon and Visenya- BAR, eating, capped catheters since they're doing well and kept getting all tangled up in each other. IV/SQ treatment. 

Junebug and Firefly- Negative, just need to be discharged. Still eating like little piggies. 

Grubby- BAR, eating. Test in AM. 

Rhenys and Rhegar-  BAR, pink, warm, eating, playing. Pulled Rhenys' catheter. Dr. Barz discontinued treatments, we're just waiting for them to poop so we can test them. 

Pickles- BAR!!! pink, warm, no treatment, eating tons. He chewed his catheter halfway out so I pulled it the rest of the way. 

Isabel- B/QAR, no treatment, not eating, force fed 30 cc baby food. 

Rosie- BAR, pink, warm. No treatment, eating well. Solid poop. Test next solid stool. 
",NA,NA,NA,NA,NA,NA,"Hetastarch, Dextrose",NA,"3cc Syringes","Please keep a big black trash bag in the recycle bin. It is so much easier to just tie up a bag than to have to pick up each can, jar, bag, and box and transfer it into a bag. 

Emptied trash and recycling, swept, mopped. ","No, I'm an employee and I clocked in and will clock out",NA,"Turkey, Variety Canned food, Baby Food","IV Dextrose

We're going through wet food and baby food quickly with all our relatively healthy dogs. ",NA,21,2
